# IncludedObjects
# Cgfs: 50, Materials: 1, Palettes: 8, Placements: 384

[CGFs]
      0: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_banner_001_b.cgf
      1: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_crane_002_a.cgf
      2: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_rib_a.cgf
      3: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_a/shipyard_platform_a_rib_b.cgf
      4: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_bumper_a.cgf
      5: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_siderail_b.cgf
      6: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_crane_c.cgf
      7: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_siderail_a.cgf
      8: objects/buildingsets/citysets/hightech/background/framework_structure/structural_grid_xlarge_a.cgf
      9: objects/buildingsets/citysets/hightech/background/framework_structure/structural_grid_medium_a.cgf
     10: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_crane_b.cgf
     11: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_tank_008_a.cgf
     12: objects/buildingsets/citysets/hightech/background/framework_structure/structural_arch_large_b.cgf
     13: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_a/shipyard_platform_a_hulltip_a.cgf
     14: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_a/shipyard_platform_a_hulltip_c.cgf
     15: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_a/shipyard_platform_a_hulltip_b.cgf
     16: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_crane_003_a.cgf
     17: objects/buildingsets/citysets/hightech/background/framework_structure/heavy_frame_straight_64_a.cgf
     18: objects/buildingsets/citysets/hightech/background/framework_structure/rail_girder_256_a.cgf
     19: objects/buildingsets/citysets/hightech/background/framework_structure/heavy_frame_straight_512_a.cgf
     20: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_b/shipyard_platform_b_fin_c.cgf
     21: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_2.cgf
     22: objects/buildingsets/citysets/hightech/addon/containers/containers_01x02x02_a.cgf
     23: objects/buildingsets/citysets/hightech/addon/greeble/orison_shipyard_greeble_d.cgf
     24: objects/buildingsets/citysets/hightech/addon/medium/ht_med_addon_antenna_003_a.cgf
     25: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_antenna_001_a.cgf
     26: objects/buildingsets/citysets/hightech/addon/medium/ht_med_addon_antenna_004_a.cgf
     27: objects/buildingsets/human/hightech/delta/int/garage/high_tech_garage_door_l.cga
     28: objects/buildingsets/citysets/hightech/background/framework_structure/heavy_frame_straight_128_a.cgf
     29: objects/buildingsets/human/hightech/delta/int/garage/high_tech_garage_door_m.cga
     30: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_tank_002_c.cgf
     31: objects/buildingsets/citysets/hightech/addon/containers/containers_01x03x02_a.cgf
     32: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_b/shipyard_platform_b_fin_a.cgf
     33: objects/buildingsets/citysets/hightech/addon/containers/containers_01x06x03_a.cgf
     34: objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_tank_002_d.cgf
     35: objects/buildingsets/citysets/hightech/addon/containers/containers_01x06x02_a.cgf
     36: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_roofplate_a.cgf
     37: objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_1.cgf
     38: objects/buildingsets/citysets/hightech/background/framework_structure/heavy_frame_straight_256_a.cgf
     39: objects/buildingsets/citysets/hightech/addon/greeble/orison_shipyard_greeble_c.cgf
     40: objects/buildingsets/citysets/hightech/addon/medium/ht_med_addon_vent_003_a.cgf
     41: objects/buildingsets/human/lowtech/prop/light/light_panel_1_b.cgf
     42: objects/buildingsets/human/lowtech/prop/light/light_hung_1_lamp_a.cgf
     43: objects/buildingsets/human/hightech/delta/int/light/light_fixture/light_decal_capsule_a.cgf
     44: objects/buildingsets/human/lowtech/prop/light/light_landing_1_a.cgf
     45: objects/buildingsets/citysets/hightech/background/plates/habitation_plate_thruster_a.cgf
     46: objects/buildingsets/human/hightech/loc/stanton/orison/industrial_plate/int/ind_light_fixture_tube_cage_200cm_a.cgf
     47: objects/buildingsets/human/hightech/prop/light/light_attachment_5_a.cgf
     48: objects/buildingsets/human/hightech/delta/int/roomsm_a/ceiling/roomsm_a_ceiling_corner_06x06x0025_c_light_c.cgf
     49: objects/buildingsets/human/hightech/prop/light/flood_light/flood_light_frame_a.cgf

[Materials]
      0: objects/buildingsets/human/hightech/hightech_a_default

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/brand/crusaderindustries/CrusaderIndustries_industrial_b
      1: Libs/Foundry/Records/TintPalettes/Brand/CrusaderIndustries/crusaderindustries_default
      2: Libs/Foundry/Records/TintPalettes/Generic/gen_white_lightteal_blue
      3: Libs/Foundry/Records/TintPalettes/Brand/CrusaderIndustries/CrusaderIndustries_industrial
      4: Libs/Foundry/Records/TintPalettes/default
      5: Libs/Foundry/Records/TintPalettes/Generic/gen_green_white_yellow
      6: Libs/Foundry/Records/TintPalettes/Generic/gen_grey_darkgrey_yellow
      7: Libs/Foundry/Records/TintPalettes/Generic/gen_grey_darkblue_darkorange

[Placements]
  #0 objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_banner_001_b.cgf
    [-0.42426495826079685, 0.42426370023812765, 0.00000000000000000, -80.09836299999733455]
    [-0.42426370023812765, -0.42426495826079685, 0.00000000000000000, -56.53979599999729544]
    [0.00000000000000000, 0.00000000000000000, 0.60000036845637328, -9.80000600032508373]
  #1 objects/buildingsets/citysets/hightech/addon/large/ht_lrg_addon_crane_002_a.cgf
    [-0.35355411783501889, 0.35355306948283632, 0.00000000000000000, -222.11061499999777880]
    [-0.35355306948283632, -0.35355411783501889, 0.00000000000000000, 90.03925000000162981]
    [0.00000000000000000, 0.00000000000000000, 0.50000028717875133, 6.31377400085330009]
  #2 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_rib_a.cgf
    [-0.00000064012100026, 1.00000042674731060, 0.00000000000000000, 169.83400699999765493]
    [-1.00000042674731060, -0.00000064012100026, -0.00000000000000000, -69.82000000000698492]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 16.61999999918043613]
  #3 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_rib_a.cgf
    [-0.00000064012100026, 1.00000042674731060, 0.00000000000000000, 320.47000000000116415]
    [-1.00000042674731060, -0.00000064012100026, -0.00000000000000000, -69.82000000000698492]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 16.61999999918043613]
  #4 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_a/shipyard_platform_a_rib_b.cgf
    [-0.21920357634472540, 0.21920292636630306, 0.00000000000000000, -152.80673999999999069]
    [0.21920292636630306, 0.21920357634472548, 0.00000000000000000, 62.85045899999386165]
    [0.00000000000000000, 0.00000000000000000, -0.31000021098358743, 7.54623500071465969]
  #5 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_bumper_a.cgf
    [-0.28284329848270867, 0.28284245980095002, 0.00000000000000000, -307.12872000000061234]
    [-0.28284245980095002, -0.28284329848270867, 0.00000000000000000, 129.88992000000143889]
    [0.00000000000000000, 0.00000000000000000, 0.40000023570346899, 31.35225299932062626]
  #6 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_siderail_b.cgf
    [-0.00000080015125033, 1.25000053343413819, 0.00000000000000000, 410.65529999999853317]
    [-1.25000053343413819, -0.00000080015125033, -0.00000000000000000, -37.78599999999278225]
    [-0.00000000000000000, 0.00000000000000000, 1.25000053343439421, 22.01999999955296516]
  #7 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_crane_c.cgf
    [-0.00000076814523084, 1.20000055978050879, 0.00000000000000000, 434.18320200000016484]
    [-1.20000055978050879, -0.00000076814523084, -0.00000000000000000, -46.29395500000100583]
    [-0.00000000000000000, 0.00000000000000000, 1.20000055978075459, 14.38720900006592274]
  #8 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_siderail_a.cgf
    [0.35355369727190178, -0.35355315359549760, 0.00000000000000000, -227.21983899999759160]
    [0.35355315359549760, 0.35355369727190178, 0.00000000000000000, -81.97705000000132713]
    [0.00000000000000000, 0.00000000000000000, 0.50000004927195063, 31.35225299932062626]
  #9 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_siderail_a.cgf
    [-0.35355411783501889, 0.35355306948283632, 0.00000000000000000, -232.59784899999795016]
    [-0.35355306948283632, -0.35355411783501889, 0.00000000000000000, 57.74183499999344349]
    [0.00000000000000000, 0.00000000000000000, 0.50000028717875133, 31.35225299932062626]
  #10 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_crane_c.cgf
    [-0.00000048009075020, 0.75000032006048289, 0.00000000000000000, 33.33380800000304589]
    [-0.75000032006048289, -0.00000048009075020, -0.00000000000000000, -81.30831399999442510]
    [-0.00000000000000000, 0.00000000000000000, 0.75000032006063655, 16.36303699947893620]
  #11 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_rib_a.cgf
    [-0.00000064012100026, 1.00000042674731060, 0.00000000000000000, 119.94000000000232831]
    [-1.00000042674731060, -0.00000064012100026, -0.00000000000000000, -81.38999999999941792]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 16.61999999918043613]
  #12 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_crane_c.cgf
    [-0.00000048009075020, -0.75000032006048289, 0.00000000000000000, -30.66619599999830825]
    [0.75000032006048289, -0.00000048009075020, 0.00000000000000000, -155.14663099999597762]
    [0.00000000000000000, 0.00000000000000000, 0.75000032006063655, 16.36303699947893620]
  #13 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_bumper_a.cgf
    [0.28284296203220999, -0.28284252709108015, 0.00000000000000000, -86.07723799999803305]
    [0.28284252709108015, 0.28284296203220999, 0.00000000000000000, 60.98659499999484979]
    [0.00000000000000000, 0.00000000000000000, 0.40000004537802564, 31.35225299932062626]
  #14 objects/buildingsets/citysets/hightech/background/framework_structure/structural_grid_xlarge_a.cgf
    [-0.00000009601819476, 0.15000013398463885, 0.00000000000000000, 396.47424399999727029]
    [0.15000013398463885, 0.00000009601819476, 0.00000000000000000, -86.86484399999608286]
    [0.00000000000000000, 0.00000000000000000, -0.15000013398466958, -9.77446099929511547]
  #15 objects/buildingsets/citysets/hightech/background/framework_structure/structural_grid_medium_a.cgf
    [-0.00000083855847371, 1.31000050181849370, 0.00000000000000000, 308.11781599999812897]
    [-1.31000050181849370, -0.00000083855847371, -0.00000000000000000, -103.63634300000558142]
    [-0.00000000000000000, 0.00000000000000000, 1.31000050181876193, -21.32260200008749962]
  #16 objects/buildingsets/citysets/hightech/background/shipyard_platforms/platform_e/shipyard_platform_e_bumper_a.cgf
