# IncludedObjects
# Cgfs: 44, Materials: 1, Palettes: 5, Placements: 106

[CGFs]
      0: objects/buildingsets/human/lowtech/bravo/int/prop/light/light_fluorescent_f.cgf
      1: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_straight_00125x0050_a.cgf
      2: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_blkhead_12m_floor_10x02x0025_a.cgf
      3: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_junctionbox_c.cgf
      4: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_blkhead_12m_rib_12x02x04_a.cgf
      5: objects/buildingsets/human/lowtech/prop/interactive/console/console_desk_1_single-screen_button_a.cgf
      6: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/util_a_roomsm_wall_addn_002.cgf
      7: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_straight_00125x01_a.cgf
      8: objects/buildingsets/human/lowtech/alpha/ext/understructure/understructure_frame_sm_d.cgf
      9: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_angle_02x01x01_b.cgf
     10: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_02x002x002_a.cgf
     11: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_04x01x01_a.cgf
     12: objects/buildingsets/human/lowtech/alpha/ext/understructure/understructure_frame_sm_c.cgf
     13: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_01x01x01_a.cgf
     14: objects/buildingsets/human/lowtech/bravo/int/machinery/machinery_crane_frame_a.cgf
     15: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_gas_straight_04x007x007_a.cgf
     16: objects/buildingsets/human/lowtech/prop/utility/aircon/aircon_interior_1_a.cgf
     17: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_curved_02x050x050_a.cgf
     18: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_blkhead_12m_mid_12x04x04_b.cgf
     19: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_01x002x002_a.cgf
     20: objects/buildingsets/human/lowtech/bravo/int/gantry/gantry_straight_16x01x02_a.cgf
     21: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_flange_connector_c.cgf
     22: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_08x02x02_c.cgf
     23: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_corner_01x01x01_a.cgf
     24: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_02x25x25_b.cgf
     25: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_02x01x01_a.cgf
     26: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_08x02x02_b.cgf
     27: objects/buildingsets/human/lowtech/alpha/ext/structure/structure_girder_04x0025x08_a.cgf
     28: objects/buildingsets/human/lowtech/alpha/int/roomsm/door/roomsm_blkhead_blstdoor_12m_12x02x04_a_left.cgf
     29: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_offset_005x002x002_a.cgf
     30: objects/buildingsets/human/lowtech/alpha/ext/structure/structure_girder_04x0025x08_c.cgf
     31: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_01x002x003_c.cgf
     32: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_bend_01x002x01_a.cgf
     33: objects/buildingsets/human/lowtech/alpha/int/universal/prop/cable_hanging_l.cgf
     34: objects/buildingsets/human/lowtech/alpha/int/roomsm/door/roomsm_blkhead_blstdoor_12m_12x02x04_a_right.cgf
     35: objects/buildingsets/human/lowtech/prop/light/light_hazard_1_b.cgf
     36: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_blkhead_mid_addn_a.cgf
     37: objects/buildingsets/human/lowtech/bravo/int/prop/light/light_fluorescent_d.cgf
     38: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_lg_wall_04x01x12_a.cgf
     39: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_lg_wall_01x01x12_a.cgf
     40: objects/buildingsets/human/lowtech/alpha/ext/structure/structure_girder_04x0025x08_d.cgf
     41: objects/buildingsets/human/lowtech/alpha/ext/structure/structure_girder_04x0025x08_b.cgf
     42: objects/buildingsets/human/lowtech/alpha/int/hab/ceiling/hab_ceiling_fan_base_01x01x01_a.cgf
     43: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_panel_08x01x04_b.cgf

[Materials]
      0: objects/buildingsets/human/lowtech/alpha/ext/lowtech_alpha_ext_a_a18_accent_b

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/default
      1: Libs/Foundry/Records/TintPalettes/generic/gen_glossy_dark_a
      2: Libs/Foundry/Records/TintPalettes/brand/restandrelax/restandrelax_default<132>
      3: Libs/Foundry/Records/TintPalettes/Generic/gen_darkgrey_yellow_orange_a<231>
      4: Libs/Foundry/Records/TintPalettes/Generic/gen_matte_dark_a

[Placements]
  #0 objects/buildingsets/human/lowtech/bravo/int/prop/light/light_fluorescent_f.cgf
    [0.00000000000000000, 0.00000000000000000, -0.69999998807907104, 4.76557999999999993]
    [-0.69999998807907104, 0.00000000000000000, 0.00000000000000000, -0.71378600000025472]
    [0.00000000000000000, 0.69999998807907104, 0.00000000000000000, 0.92252899999999727]
  #1 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_straight_00125x0050_a.cgf
    [-1.00000085349466716, 0.00000000000000000, 0.00000000000000000, 5.50481800000000021]
    [0.00000000000000000, 0.00000064012127265, 1.00000085349446199, -1.04256999999961408]
    [0.00000000000000000, 1.00000085349446199, -0.00000064012127299, 2.12500000000000000]
  #2 objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_blkhead_12m_floor_10x02x0025_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -6.00000199999999495]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -0.99999899999966146]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.00000000000000000]
  #3 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_junctionbox_c.cgf
    [0.40000017665947318, 0.00000000000000000, 0.00000000000000000, 5.50481800000000021]
    [0.00000000000000000, -0.00000025604840374, -0.40000017665939125, -1.04256999999961408]
    [0.00000000000000000, 0.40000017665939125, -0.00000025604840374, 3.62500000000000000]
  #4 objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_blkhead_12m_rib_12x02x04_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -6.00000199999999495]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -0.99999899999966146]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.00000000000000000]
  #5 objects/buildingsets/human/lowtech/bravo/int/prop/light/light_fluorescent_f.cgf
    [0.00000000000000000, 0.00000000000000000, 0.69999998807907104, -4.78851899999999375]
    [0.69999998807907104, 0.00000000000000000, 0.00000000000000000, -0.68538600000010774]
    [0.00000000000000000, 0.69999998807907104, 0.00000000000000000, 0.92252899999999727]
  #6 objects/buildingsets/human/lowtech/prop/interactive/console/console_desk_1_single-screen_button_a.cgf
    [1.00000042674751533, 0.00000000000000000, 0.00000000000000000, 5.44258199999998737]
    [0.00000000000000000, -0.00000064012100026, -1.00000042674731060, -1.15163599999959843]
    [0.00000000000000000, 1.00000042674731060, -0.00000064012100026, 1.84555199999999786]
  #7 objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/util_a_roomsm_wall_addn_002.cgf
    [-0.40000000596046448, 0.00000000000000000, 0.00000000000000000, 5.50481800000000021]
    [0.00000000000000000, -0.40000000596046448, 0.00000000000000000, -1.04256999999961408]
    [0.00000000000000000, 0.00000000000000000, 0.40000000596046448, 1.87500000000000000]
  #8 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_straight_00125x01_a.cgf
    [-1.00000085349466716, 0.00000000000000000, 0.00000000000000000, 5.50481800000000021]
    [0.00000000000000000, 0.00000064012127265, 1.00000085349446199, -1.04256999999961408]
    [0.00000000000000000, 1.00000085349446199, -0.00000064012127299, 2.62500000000000000]
  #9 objects/buildingsets/human/lowtech/prop/interactive/console/console_desk_1_single-screen_button_a.cgf
    [-1.00000085349466716, 0.00000000000000000, 0.00000000000000000, -5.43307799999999474]
    [0.00000000000000000, 0.00000064012127265, 1.00000085349446199, 5.15170699999998760]
    [0.00000000000000000, 1.00000085349446199, -0.00000064012127299, 1.84555199999999786]
  #10 objects/buildingsets/human/lowtech/alpha/ext/understructure/understructure_frame_sm_d.cgf
    [-0.47015700737564620, 0.00000000000000000, 0.00000000000000000, 6.00000000000000000]
    [0.00000000000000000, -0.47015700737564620, 0.00000000000000000, 0.68749800000023242]
    [0.00000000000000000, 0.00000000000000000, 0.47015700737564620, -0.87500000000000000]
  #11 objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_angle_02x01x01_b.cgf
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 5.62500000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 2.87500000000000000]
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 0.00000000000000000]
  #12 objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_02x002x002_a.cgf
    [-0.99026893256361337, 0.13917231617502895, -0.00000009995993352, -1.16245100000000434]
    [0.00000017803710921, 0.00000198505445468, 1.00000074619284063, 1.37500000000000000]
    [0.13917231617495096, 0.99026893256162885, -0.00000199051410748, 4.25329299999999932]
  #13 objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_straight_04x01x01_a.cgf
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 5.62500000000000000]
    [0.00000000000000000, 0.00000000000000000, -1.00000000000000000, 2.87500000000000000]
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 0.00000000000000000]
  #14 objects/buildingsets/human/lowtech/alpha/ext/understructure/understructure_frame_sm_c.cgf
    [-0.47015700737564620, 0.00000000000000000, 0.00000000000000000, -3.37500000000000000]
    [0.00000000000000000, -0.47015700737564620, 0.00000000000000000, 4.31249800000023242]
    [0.00000000000000000, 0.00000000000000000, 0.47015700737564620, -0.87500000000000000]
