# IncludedObjects
# Cgfs: 24, Materials: 23, Palettes: 1, Placements: 89

[CGFs]
      0: objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_cluster_02.cgf
      1: objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_cluster_02.cgf
      2: objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_cluster_03.cgf
      3: objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_1_closed_a.cgf
      4: objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_pallet_a.cgf
      5: objects/buildingsets/human/lowtech/bravo/int/decal/roomsm_b_signage_ext_floor_dec_c.cgf
      6: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_4m_a.cgf
      7: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_05m_a.cgf
      8: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_corner_2m_a.cgf
      9: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_2m_a.cgf
     10: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_corner_out_1m_a.cgf
     11: objects/buildingsets/human/hightech/alpha/ext/landingpad/ext_landingpad_decal_landingzone_a.cgf
     12: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_2m_d.cgf
     13: objects/buildingsets/human/lowtech/prop/light/light_ceiling_bracket_2_b.cgf
     14: objects/buildingsets/human/lowtech/prop/light/light_hung_4_box_fs_a.cgf
     15: objects/buildingsets/human/lowtech/bravo/ext/pipe/ext_pipe_corner_02x02x02_a.cgf
     16: objects/buildingsets/human/lowtech/bravo/ext/pipe/addon/ext_pipe_addon_04x02x02_c.cgf
     17: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decal_hathor_letter_a.cgf
     18: objects/buildingsets/human/lowtech/prop/light/light_hung_4_box_a.cgf
     19: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decal_hathor_number_2.cgf
     20: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decal_hathor_number_0.cgf
     21: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decal_hathor_letter_b.cgf
     22: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decal_hathor_number_1.cgf
     23: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decal_hathor_letter_y.cgf

[Materials]
      0: materials/decals/weathered/gloss_wear_dark_b
      1: materials/decals/weathered/gloss_wear_light_c
      2: materials/decals/sand/fs_sand_square_a
      3: materials/decals/weathered/fs_weatheredmoss_big_a
      4: materials/decals/weathered/fs_oil_dirt
      5: materials/decals/weathered/fs_grime_lge_a
      6: materials/decals/puddles/puddle_water_c
      7: materials/decals/streaks/fs_dirst_streak001a
      8: materials/decals/weathered/gloss_wear_light_a
      9: materials/decals/weathered/gloss_wear_dark_a
     10: objects/buildingsets/human/brand/outlaws/outlaw_skull_logo_yellow
     11: objects/buildingsets/human/brand/outlaws/outlaw_maskstar_logo_red
     12: objects/buildingsets/human/brand/outlaws/outlaw_guns_logo_red
     13: materials/decals/weathered/gloss_wear_dark_c
     14: materials/decals/puddles/puddle_water_f
     15: materials/decals/sand/fs_sand_square_c
     16: objects/buildingsets/human/brand/outlaws/outlaw_05_logo_yellow
     17: objects/buildingsets/human/lowtech/bravo/int/lowtechbravo_int_decal_hathor_white
     18: objects/buildingsets/human/lowtech/bravo/ext/lowtech_bravo_ext_a_chemline
     19: objects/buildingsets/human/brand/outlaws/outlaw_starstripe_logo_black
     20: objects/buildingsets/human/brand/outlaws/outlaw_paint_decal_black_04
     21: objects/buildingsets/human/brand/outlaws/outlaw_paint_decal_red_01
     22: objects/buildingsets/human/brand/outlaws/outlaw_mask_logo_white

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/default

[Placements]
  #0 objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_cluster_02.cgf
    [1.000449918302744, 0.57761003708453118, 0, 50.108932999999979]
    [-0.57761003708453118, 1.000449918302744, -0, 35.567793000000165]
    [-0, 0, 1.1552200630065081, 3.5]
  #1 objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_cluster_02.cgf
    [0.99862952963308327, 0.052336041808511612, 0, 58.891841000000113]
    [-0.052336041808511612, 0.99862952963308327, -0, -1.8261739999998099]
    [-0, 0, 0.99999999936368766, 3.5]
  #2 objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_cluster_02.cgf
    [-0.4999979282597764, 0.86602573435043051, 0, 43.137090000000171]
    [-0.86602573435043051, -0.4999979282597764, -0, 37.251313000000209]
    [-0, 0, 0.99999925041035465, 3.5]
  #3 objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_cluster_03.cgf
    [1.0199985975994976, 0.54234335489925978, 0, 47.576387999999952]
    [-0.54234335489925978, 1.0199985975994976, -0, 36.858189000000039]
    [-0, 0, 1.1552200888611339, 3.5]
  #4 objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_1_closed_a.cgf
    [0.6293206039833904, 0.77714561568256502, 0, 14.475581000000147]
    [-0.77714561568256502, 0.6293206039833904, -0, 11.370253000000048]
    [-0, 0, 0.99999986528631712, 3.5]
  #5 objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_pallet_a.cgf
    [-1.1549388797962372, 0.024264185067834006, -0.0081120294818501533, 17.495292999999947]
    [-0.0081151268338418726, -0.69480752378732169, -0.92288407796933469, -2.0924409999997806]
    [-0.024263149337857289, -0.92260074028575978, 0.69480755995648513, 4.5615389999999998]
  #6 objects/buildingsets/human/lowtech/bravo/int/decal/roomsm_b_signage_ext_floor_dec_c.cgf
    [-3.2006050013055831E-07, -0.5000002133736553, 0, -19.36623899999995]
    [0.5000002133736553, -3.2006050013055831E-07, 0, -13.500453000000107]
    [0, 0, 0.50000021337375766, 3.6349999999999998]
  #7 objects/buildingsets/human/lowtech/bravo/int/decal/roomsm_b_signage_ext_floor_dec_c.cgf
    [-3.2006050013055831E-07, -0.5000002133736553, 0, -19.36623899999995]
    [0.5000002133736553, -3.2006050013055831E-07, 0, 4.4995469999998932]
    [0, 0, 0.50000021337375766, 3.6349999999999998]
  #8 objects/buildingsets/human/lowtech/bravo/int/decal/roomsm_b_signage_ext_floor_dec_c.cgf
    [-3.2006050013055831E-07, -0.5000002133736553, 0, -19.36623899999995]
    [0.5000002133736553, -3.2006050013055831E-07, 0, 22.499546999999893]
    [0, 0, 0.50000021337375766, 3.6349999999999998]
  #9 objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_4m_a.cgf
    [-1, 0, 0, 14.874862000000121]
    [0, -1, 0, -4.2504570000000967]
    [0, 0, 1, 3.5099999999999998]
  #10 objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_4m_a.cgf
    [-1, 0, 0, 14.874862000000121]
    [0, -1, 0, 23.499542999999903]
    [0, 0, 1, 3.5099999999999998]
  #11 objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_05m_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 16.874862000000121]
    [1.0000004267473106, -6.4012100026111661E-07, 0, 21.249542999999903]
    [0, 0, 1.0000004267475153, 3.5099999999999998]
  #12 objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_4m_a.cgf
    [-1, 0, 0, 14.874862000000121]
    [0, -1, 0, 19.749542999999903]
    [0, 0, 1, 3.5099999999999998]
  #13 objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_4m_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 16.874862000000121]
    [1.0000004267473106, -6.4012100026111661E-07, 0, -25.500457000000097]
    [0, 0, 1.0000004267475153, 3.5099999999999998]
  #14 objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_corner_2m_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 16.874862000000121]
