# IncludedObjects
# Cgfs: 554, Materials: 64, Palettes: 12, Placements: 3420

[CGFs]
      0: objects/buildingsets/human/lowtech/alpha/int/roomsm/lights/roomsm_light_celing_b_long.cgf
      1: objects/buildingsets/human/lowtech/alpha/int/roomlg/addon/roomlg_addon_trim_frame_04x02x01_a.cgf
      2: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x3_a_glass.cgf
      3: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x2_a.cgf
      4: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_bc_2_u_haob.cgf
      5: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_bc_1_l_tr.cgf
      6: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x3_a.cgf
      7: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x2_c_glass.cgf
      8: objects/buildingsets/human/lowtech/alpha/ext/light_fixture/light_fixture_rectangular_a.cgf
      9: objects/buildingsets/human/lowtech/alpha/int/roomsm/pillar/roomsm_pillar_bottom_01x01x01_b.cgf
     10: objects/buildingsets/human/lowtech/alpha/int/roomsm/pillar/roomsm_pillar_005x04x03_a.cgf
     11: objects/buildingsets/human/lowtech/alpha/int/roomsm/pillar/roomsm_pillar_addon_005x04x02_a.cgf
     12: objects/buildingsets/human/lowtech/alpha/int/roomsm/pillar/roomsm_pillar_bottom_01x01x01_a.cgf
     13: objects/buildingsets/human/lowtech/alpha/int/roomsm/pillar/roomsm_pillar_mid_01x01x04_a.cgf
     14: objects/buildingsets/human/lowtech/alpha/int/roomlg/addon/roomlg_addon_trim_frame_end_04x02x04_d.cgf
     15: objects/buildingsets/human/lowtech/alpha/int/roomlg/addon/roomlg_addon_trim_frame_end_04x02x04_c.cgf
     16: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x02x0025_h.cgf
     17: objects/buildingsets/human/lowtech/alpha/int/roomsm/pillar/roomsm_pillarsm_025x025x04_a.cgf
     18: objects/buildingsets/human/lowtech/prop/light/light_wall_02_a.cgf
     19: objects/buildingsets/human/lowtech/prop/light/light_panel_1_a.cgf
     20: objects/buildingsets/human/lowtech/alpha/int/roomsm/addon/roomsm_addon_rib_straight_02x02x025_b.cgf
     21: objects/buildingsets/human/lowtech/alpha/int/roomsm/addon/roomsm_addon_rib_end_02x02x025_c.cgf
     22: objects/buildingsets/human/lowtech/alpha/int/roomsm/trim/roomsm_trim_sml_straight_04x005_a.cgf
     23: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x1_mount_b.cgf
     24: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x1_a_glass.cgf
     25: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_secscanners.cgf
     26: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_locname_hangars_up.cgf
     27: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x4_a.cgf
     28: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x1_mount_a.cgf
     29: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x2_wires_a.cgf
     30: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x4_a_glass.cgf
     31: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x2_mount_a.cgf
     32: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_locname_information_down.cgf
     33: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x2_c.cgf
     34: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_locname_observation_up.cgf
     35: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_restricted.cgf
     36: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_bc_1_l_ha.cgf
     37: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_bc_1_r_ha.cgf
     38: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x2_a_glass.cgf
     39: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x2_a.cgf
     40: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x1_a.cgf
     41: objects/buildingsets/human/lowtech/prop/utilitarian/sign/sign_advert_2_9x16_b.cgf
     42: objects/buildingsets/human/shop/newdeal/prop/nd_addon_a_sign_standing_sml_a.cgf
     43: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_customsinterviews.cgf
     44: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_9x1_mount_c.cgf
     45: objects/buildingsets/human/universal/prop/screen/screen_universal_1_9x16_a.cgf
     46: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_locname_customs_down.cgf
     47: objects/buildingsets/human/lowtech/prop/utility/waste/waste_recycle_1_a.cgf
     48: objects/buildingsets/human/lowtech/prop/utilitarian/sign/sign_advert_2_4x1_a.cgf
     49: objects/buildingsets/human/lowtech/alpha/int/roomsm/trim/roomsm_trim_straight_08x0025x01_a.cgf
     50: objects/buildingsets/human/lowtech/alpha/int/roomsm/partition/roomsm_partition_transit_lightbox_05x04x002.cgf
     51: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_locname_transit_right.cgf
     52: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_door_04x01x04_b.cgf
     53: objects/buildingsets/human/lowtech/prop/utilitarian/sign/sign_advert_2_16x9_a.cgf
     54: objects/buildingsets/human/brand/decal/signs/primary_sign_nostep.cgf
     55: objects/buildingsets/human/brand/decal/signs/primary_sign_wys_a.cgf
     56: objects/buildingsets/human/brand/decal/ident/primary_ident_line_thick_c_2m.cgf
     57: objects/buildingsets/human/brand/decal/ident/primary_ident_line_thick_c_4m.cgf
     58: objects/buildingsets/human/brand/decal/ident/primary_ident_line_thick_c_8m.cgf
     59: objects/buildingsets/human/brand/decal/ident/primary_ident_line_thick_a_4m.cgf
     60: objects/buildingsets/human/brand/decal/ident/primary_ident_line_chevron_a_4m.cgf
     61: objects/buildingsets/human/brand/decal/ident/primary_ident_line_thick_c_16m.cgf
     62: objects/buildingsets/human/brand/decal/ident/primary_ident_line_chevron_angle_c.cgf
     63: objects/buildingsets/human/brand/decal/signs/primary_sign_caution_edge_ahead_a.cgf
     64: objects/buildingsets/human/brand/navigational_signage/01_navsign_assets/a18_navsigns_bc_1_r_tr.cgf
     65: objects/buildingsets/human/lowtech/prop/signage/lowtech_signage_1_1x2_a_glass.cgf
