# IncludedObjects
# Cgfs: 4, Materials: 0, Palettes: 1, Placements: 4

[CGFs]
      0: objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_piece03.cgf
      1: objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_vis.cgf
      2: objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_piece01.cgf
      3: objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_piece02.cgf

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/default

[Placements]
  #0 objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_piece03.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -4.84434799999962706]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -19.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 13.00000000000000000]
  #1 objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_vis.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -4.84434799999962706]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -19.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 13.00000000000000000]
  #2 objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_piece01.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -4.84434799999962706]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -19.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 13.00000000000000000]
  #3 objects/planets/cave/rock01/uni/uni_m_001/uni_m_001_piece02.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -4.84434799999962706]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -19.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 13.00000000000000000]
