# IncludedObjects
# Cgfs: 32, Materials: 1, Palettes: 1, Placements: 83

[CGFs]
      0: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_glass_frame_a.cgf
      1: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_glass_b.cgf
      2: objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_b.cgf
      3: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
      4: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_door_04x01x04_a.cgf
      5: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_cornerout_01x01x04_a.cgf
      6: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
      7: data/objects/buildingsets/human/lowtech/alpha/int/roomsm/partition/roomsm_partition_straight_fence_03x01x04_a.cgf
      8: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_02x01x04_a.cgf
      9: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_b.cgf
     10: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_02x04x0025_a.cgf
     11: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
     12: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
     13: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_airlock_a.cgf
     14: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_corner_04x05x04_a_mirror.cgf
     15: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_floor_a.cgf
     16: objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_a.cgf
     17: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_a.cgf
     18: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_1m_a.cgf
     19: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_door_04x02x0025_a.cgf
     20: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_cornerin_01x01x04_a.cgf
     21: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_04x04x0025_a.cgf
     22: objects/buildingsets/human/lowtech/alpha/int/elev/truck_shaft_door_double_a.cga
     23: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_straight_00125x02_a.cgf
     24: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_01x04x0025_a.cgf
     25: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_ceiling_a.cgf
     26: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_cable_junctionbox_b.cgf
     27: objects/buildingsets/human/universal/prop/dressing/bottle/bottle_alcohol_01_beer-smoltz_cap_a.cgf
     28: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/addon/roomsm_addon_extractor_a.cgf
     29: objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_c.cgf
     30: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_alcove_04x04x01_a.cgf
     31: objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_04x04x0025_b.cgf

[Materials]
      0: objects/buildingsets/human/utilitarian/util_a_default

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/Generic/gen_midgrey_darkgrey_yellow

[Placements]
  #0 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_glass_frame_a.cgf
    [1, 0, 0, -13]
    [0, 1, 0, 16.0625]
    [0, 0, 1, 0.01]
  #1 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_glass_b.cgf
    [1, 0, 0, -13]
    [0, 1, 0, 16.25]
    [0, 0, 1, 0]
  #2 objects/buildingsets/human/station/utilitarian/docking/int/door/docking_lobby_airlock_frame_b.cgf
    [1, 0, 0, 12]
    [0, 1, 0, 20]
    [0, 0, 1, 0]
  #3 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [1, 0, 0, -19]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #4 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [1, 0, 0, -8]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #5 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [-6.4012100026111661E-07, 1.0000004267473106, 0, -7]
    [-1.0000004267473106, -6.4012100026111661E-07, -0, -4]
    [-0, 0, 1.0000004267475153, 0]
  #6 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_door_04x01x04_a.cgf
    [1, 0, 0, 14]
    [0, 1, 0, -1]
    [0, 0, 1, 0]
  #7 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_cornerout_01x01x04_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, -19]
    [1.0000004267473106, -6.4012100026111661E-07, 0, -4]
    [0, 0, 1.0000004267475153, 0]
  #8 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, -19]
    [1.0000004267473106, -6.4012100026111661E-07, 0, -9]
    [0, 0, 1.0000004267475153, 0]
  #9 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, -2]
    [0, 0, 1, -1]
  #10 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 2]
    [0, 0, 1, -1]
  #11 data/objects/buildingsets/human/lowtech/alpha/int/roomsm/partition/roomsm_partition_straight_fence_03x01x04_a.cgf
    [1.3000005070880336, -0, 0, -5.1229200000000219]
    [0, -8.3215726923878743E-07, 1.3000005070877674, 1.2373640000000137]
    [-0, -1.3000005070877674, -8.3215726923878743E-07, -0.10857700000000001]
  #12 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_02x01x04_a.cgf
    [1, 0, 0, -14]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #13 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_b.cgf
    [1, 0, 0, 0]
    [0, 1, 0, 0]
    [0, 0, 1, 0]
  #14 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/ceiling/roomsm_ceiling_02x04x0025_a.cgf
    [-1, 0, 0, -4.25]
    [0, 1, 0, -7]
    [0, 0, -1, 0]
  #15 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 6]
    [0, 0, 1, -1]
  #16 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [1, 0, 0, -6]
    [0, 1, 0, -6]
    [0, 0, 1, 0]
  #17 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 22]
    [1.0000004267473106, -6.4012100026111661E-07, 0, -1]
    [0, 0, 1.0000004267475153, 0]
  #18 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_airlock_a.cgf
    [1, 0, 0, 0]
    [0, 1, 0, 0]
    [0, 0, 1, 0]
  #19 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 22]
    [1.0000004267473106, -6.4012100026111661E-07, 0, 3]
    [0, 0, 1.0000004267475153, 0]
  #20 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_rib_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, 2]
    [0, 0, 1, -1]
  #21 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_corner_04x05x04_a_mirror.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, -0.5]
    [1.0000004267473106, -6.4012100026111661E-07, 0, 2]
    [0, 0, 1.0000004267475153, 0]
  #22 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_floor_a.cgf
    [1, 0, 0, 0]
    [0, 1, 0, 0]
    [0, 0, 1, 0]
  #23 objects/buildingsets/human/station/utilitarian/docking/int/docking_lobby_wall_4m_a.cgf
    [1, 0, 0, -23]
    [0, 1, 0, -6]
    [0, 0, 1, -1]
  #24 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_cornerout_01x01x04_a.cgf
    [1, 0, 0, -7]
    [0, 1, 0, -4]
    [0, 0, 1, 0]
  #25 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [1, 0, 0, 2]
    [0, 1, 0, -1]
    [0, 0, 1, 0]
  #26 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [1, 0, 0, 6]
    [0, 1, 0, -1]
    [0, 0, 1, 0]
  #27 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_02x01x04_a.cgf
    [1, 0, 0, -22]
    [0, 1, 0, -10]
    [0, 0, 1, 0]
  #28 objects/buildingsets/human/lowtech/alpha/int/hangar/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
    [1, 0, 0, 18]
    [0, 1, 0, -1]
    [0, 0, 1, 0]
