# IncludedObjects
# Cgfs: 29, Materials: 1, Palettes: 1, Placements: 61

[CGFs]
      0: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_ceiling_sign_post_missile_rm_idris.cgf
      1: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_tech_unit_a.cgf
      2: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_ceiling_a.cgf
      3: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_floor_a.cgf
      4: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_ceiling_add_light_a.cgf
      5: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_turret_access_a.cgf
      6: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_turret_acces_door_a.cgf
      7: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_crane_b.cgf
      8: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_l_a.cgf
      9: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/al_pipes_2m_a.cgf
     10: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_addon_vnt_cap_a.cgf
     11: objects/spaceships/ships/aegs/javelin/interior/mid_deck/sleeping_quarters/aegs_hab_decal_no0.cgf
     12: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_interior_l_a.cgf
     13: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_crane_a.cgf
     14: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/al_pipes_625_end.cgf
     15: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/al_pipes_625_end_b.cgf
     16: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_addon_vnt_1m_a.cgf
     17: objects/spaceships/ships/aegs/javelin/interior/mid_deck/sleeping_quarters/aegs_hab_decal_no1.cgf
     18: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_a.cgf
     19: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_a.cgf
     20: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_addon_vnt_50_a.cgf
     21: objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_addon_vnt_25_a.cgf
     22: objects/spaceships/ships/aegs/javelin/interior/mid_deck/sleeping_quarters/aegs_hab_decal_no2.cgf
     23: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_back_a.cgf
     24: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_chassy.cgf
     25: objects/spaceships/ships/aegs/javelin/interior/mid_deck/sleeping_quarters/aegs_hab_decal_no3.cgf
     26: objects/spaceships/ships/aegs/javelin/interior/mid_deck/sleeping_quarters/aegs_hab_decal_no4.cgf
     27: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_interior_r_a.cgf
     28: objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_r_a.cgf

[Materials]
      0: objects/spaceships/ships/aegs/idris_frigate/interior/aegs_idris

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/default

[Placements]
  #0 objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_ceiling_sign_post_missile_rm_idris.cgf
    [-6.4012100026111661E-07, -1.0000004267473106, 0, 11.924621]
    [1.0000004267473106, -6.4012100026111661E-07, 0, 2.7729349999999897]
    [0, 0, 1.0000004267475153, 0.15660100000000199]
  #1 objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_ceiling_sign_post_missile_rm_idris.cgf
    [-6.4012100026111661E-07, 1.0000004267473106, 0, -11.909506]
    [-1.0000004267473106, -6.4012100026111661E-07, -0, 2.3667049999999961]
    [-0, 0, 1.0000004267475153, 0.15660100000000199]
  #2 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_tech_unit_a.cgf
    [1, 0, 0, 3.1249850000000001]
    [0, 1, 0, -1.5549930000000103]
    [0, 0, 1, -1.8069999999999986]
  #3 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_ceiling_a.cgf
    [1, 0, 0, -1.2E-05]
    [0, 1, 0, -2.3049920000000128]
    [0, 0, 1, 2.0055000000000014]
  #4 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_floor_a.cgf
    [1, 0, 0, -1.2E-05]
    [0, 1, 0, 2.0075089999999989]
    [0, 0, 1, -1.8069999999999986]
  #5 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_ceiling_add_light_a.cgf
    [1, 0, 0, -1.2E-05]
    [0, 1, 0, -0.15957900000000791]
    [0, 0, 1, 1.606504000000001]
  #6 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_turret_access_a.cgf
    [1, 0, 0, -1.2E-05]
    [0, 1, 0, -0.24249100000000112]
    [0, 0, 1, -1.8069999999999986]
  #7 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_turret_acces_door_a.cgf
    [1, 0, 0, -1.2E-05]
    [0, 1, 0, -0.24249100000000112]
    [0, 0, 1, -1.8069999999999986]
  #8 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_lift_crane_b.cgf
    [1, 0, 0, 4.3125359999999997]
    [0, 1, 0, -0.14870000000000516]
    [0, 0, 1, 2.0055000000000014]
  #9 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_l_a.cgf
    [1, 0, 0, 7.9375]
    [0, 1, 0, 2.5074999999999932]
    [0, 0, 1, -1.8069999999999986]
  #10 objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/al_pipes_2m_a.cgf
    [-2, 0, 0, 1.295442]
    [0, -2, 0, 6.9753579999999999]
    [0, 0, 2, 1.5520770000000006]
  #11 objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_addon_vnt_cap_a.cgf
    [-1, 0, 0, 5.2641920000000004]
    [0, -1, 0, 7.6628579999999999]
    [0, 0, 1, 1.5520770000000006]
  #12 objects/spaceships/ships/aegs/javelin/interior/set_hab_corr/cor_addon_vnt_cap_a.cgf
    [-1, 0, 0, 5.6391920000000004]
    [0, -1, 0, 7.6628579999999999]
    [0, 0, 1, 1.5520770000000006]
  #13 objects/spaceships/ships/aegs/javelin/interior/mid_deck/sleeping_quarters/aegs_hab_decal_no0.cgf
    [-0.59915051337404723, 0, 0, 5.5598359999999998]
    [0, 3.835286619919767E-07, 0.59915051337392455, -1.0180690000000112]
    [0, 0.59915051337392455, -3.835286619919767E-07, -0.85797099999999915]
  #14 objects/spaceships/ships/aegs/idris_frigate/interior/missile_room/mr_wall_interior_l_a.cgf
