# IncludedObjects
# Cgfs: 23, Materials: 1, Palettes: 1, Placements: 81

[CGFs]
      0: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_003_a.cgf
      1: objects/buildingsets/human/station/utilitarian/addon/addon_light_tiny_003_a.cgf
      2: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_crane_001_a.cgf
      3: objects/buildingsets/human/station/utilitarian/addon/addon_framework_railcap_002_a.cgf
      4: objects/buildingsets/human/station/utilitarian/addon/addon_light_tiny_005_a.cgf
      5: objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_001_a.cgf
      6: objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_sphere_lge_001_a.cgf
      7: objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_b.cgf
      8: objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_a.cgf
      9: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_spine_006_a.cgf
     10: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_003_b.cgf
     11: objects/buildingsets/human/station/utilitarian/addon/addon_container_lge_001_a.cgf
     12: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_002_b.cgf
     13: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_spine_005_a.cgf
     14: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_junction_002_a.cgf
     15: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_002_a.cgf
     16: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_component_001_a.cgf
     17: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_crane_002_a.cgf
     18: objects/buildingsets/human/station/utilitarian/addon/addon_tower_med_001_b.cgf
     19: objects/buildingsets/human/station/utilitarian/addon/addon_tower_med_001_a.cgf
     20: objects/buildingsets/human/station/utilitarian/util_001/001_armsml_pipes_001_a.cgf
     21: objects/buildingsets/human/station/utilitarian/addon/addon_platform_002_a.cgf
     22: objects/buildingsets/human/station/utilitarian/addon/antennas/addon_antenna_lge_001_a.cgf

[Materials]
      0: objects/buildingsets/human/station/utilitarian/station_util_rundown_a

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/Brand/Station/Rund/Station_Rund_Default|ext_accent_b

[Placements]
  #0 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_003_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1454.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 2.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 55.00000000000000000]
  #1 objects/buildingsets/human/station/utilitarian/addon/addon_light_tiny_003_a.cgf
    [0.00000000000000000, 2.00000000000000000, 0.00000000000000000, 2052.08807499999966240]
    [0.00000000000000000, 0.00000000000000000, 2.00000000000000000, 254.71208100000012564]
    [2.00000000000000000, 0.00000000000000000, 0.00000000000000000, -76.60018800000000283]
  #2 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_crane_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2464.65936699999929260]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, -7.12611099999999986]
  #3 objects/buildingsets/human/station/utilitarian/addon/addon_framework_railcap_002_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1104.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 2.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #4 objects/buildingsets/human/station/utilitarian/addon/addon_light_tiny_005_a.cgf
    [-0.00000128024254686, 2.00000170698892354, 0.00000000000000000, 2464.56216499999936786]
    [2.00000170698892354, 0.00000128024254597, 0.00000000000000000, -95.25053099999990991]
    [0.00000000000000000, 0.00000000000000000, -2.00000170698933388, 116.50815599999999961]
  #5 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2464.65936699999929260]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, -108.98935899999992216]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 56.87388899999999836]
  #6 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_sphere_lge_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1838.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, -163.60053999999990992]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 54.00000000000000000]
  #7 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_b.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1040.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 92.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #8 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 992.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -93.98935899999992216]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #9 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_sphere_lge_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2237.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 168.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 54.00000000000000000]
  #10 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_spine_006_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1330.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 136.00000000000000000]
  #11 objects/buildingsets/human/station/utilitarian/addon/addon_light_tiny_003_a.cgf
    [0.00000000000000000, 2.00000000000000000, 0.00000000000000000, 2051.98194700000021840]
    [0.00000000000000000, 0.00000000000000000, -2.00000000000000000, -254.65559499999994841]
    [-2.00000000000000000, 0.00000000000000000, 0.00000000000000000, -76.75260299999999347]
  #12 objects/buildingsets/human/station/utilitarian/addon/addon_light_tiny_005_a.cgf
    [-0.00000128024254686, 2.00000170698892354, 0.00000000000000000, 2026.33326800000031653]
    [2.00000170698892354, 0.00000128024254597, 0.00000000000000000, 94.74355000000014115]
    [0.00000000000000000, 0.00000000000000000, -2.00000170698933388, 116.60799000000000092]
  #13 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_spine_006_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1836.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 136.00000000000000000]
  #14 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_003_b.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2237.26528499999949418]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 2.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 55.00000000000000000]
  #15 objects/buildingsets/human/station/utilitarian/addon/addon_container_lge_001_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1052.65936599999986356]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -90.98935299999993731]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 62.87388899999999836]
  #16 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_002_b.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1838.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 2.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 55.00000000000000000]
  #17 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2026.65936700000020210]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, -108.98935899999992216]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 56.87388899999999836]
  #18 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_spine_005_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2333.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 110.00000000000000000]
  #19 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_001_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2464.65936699999929260]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 108.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 56.87388899999999836]
  #20 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_spine_006_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2089.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 136.00000000000000000]
  #21 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_b.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1088.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 92.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #22 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_003_b.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1454.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 2.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 55.00000000000000000]
  #23 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_junction_002_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 968.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 0.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 138.87388899999999126]
  #24 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_sphere_lge_001_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1838.26528499999949418]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 168.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 54.00000000000000000]
  #25 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 992.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 92.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #26 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_sphere_lge_001_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1454.26528499999949418]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -163.60053999999990992]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 54.00000000000000000]
  #27 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_sphere_lge_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1454.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 168.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 54.00000000000000000]
  #28 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_b.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1040.65936700000020210]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -93.98935899999992216]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #29 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_cargoholder_002_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1838.26528499999949418]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 2.39946000000009008]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 55.00000000000000000]
  #30 objects/buildingsets/human/station/utilitarian/util_001/001_armsml_crane_001_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2026.65936700000020210]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, -7.12611099999999986]
  #31 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_b.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1177.65936700000020210]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 94.01064100000007784]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 32.87388899999999836]
  #32 objects/buildingsets/human/station/utilitarian/addon/tanks/addon_tanks_rack_med_002_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1136.65936700000020210]
