# IncludedObjects
# Cgfs: 1077, Materials: 211, Palettes: 11, Placements: 11989

[CGFs]
      0: objects/buildingsets/human/lowtech/bravo/ext/concrete/concreteslab_ramp_fs_right.cgf
      1: objects/buildingsets/human/lowtech/bravo/ext/concrete/concreteslab_ramp_fs_middle.cgf
      2: objects/buildingsets/human/lowtech/prop/light/light_wall_04_a.cgf
      3: objects/buildingsets/human/lowtech/bravo/int/roomsm/door/roomsm_door_garage_a_ext.cgf
      4: objects/buildingsets/human/lowtech/bravo/ext/concrete/concreteslab_ramp_fs_left.cgf
      5: objects/buildingsets/human/lowtech/bravo/ext/concrete/fs_concrete_phase1_security.cgf
      6: objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_cluster_02.cgf
      7: objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_cluster_02.cgf
      8: objects/buildingsets/human/lowtech/bravo/ext/roomsm_b/wall/roomsm_b_wall_straight_pillar_buttress.cgf
      9: objects/buildingsets/human/lowtech/bravo/ext/barrier_fs/barrier_gate_fs_a.cgf
     10: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/fs_rebar_damage_decal_7.cgf
     11: objects/planets/flora/plants/clover_01/clover_fs_01_a.cgf
     12: objects/buildingsets/human/lowtech/bravo/ext/barrier_fs/barrier_fs_16x04x04_a.cgf
     13: objects/buildingsets/human/lowtech/bravo/ext/barrier_fs/barrier_fs_cornerout_04x04x04_a.cgf
     14: objects/buildingsets/human/lowtech/prop/barrier/barrier_bollard_a.cgf
     15: objects/buildingsets/human/lowtech/alpha/int/universal/prop/cable_hanging_k.cgf
     16: objects/buildingsets/human/lowtech/bravo/ext/barrier_fs/barrier_fs_04x04x04_a.cgf
     17: objects/buildingsets/human/lowtech/bravo/ext/concrete/fs_concrete_phase1_objb.cgf
     18: objects/buildingsets/human/lowtech/bravo/ext/hero/gas_condenser_c.cgf
     19: objects/buildingsets/human/lowtech/bravo/ext/hero/gas_condenser_b.cgf
     20: objects/buildingsets/human/lowtech/bravo/ext/hero/gas_condenser_b_addon.cgf
     21: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_straight_02x01x04_a.cgf
     22: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_corner_out_04x01x04_a.cgf
     23: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_corner_out_04x01x08_b.cgf
     24: objects/buildingsets/human/universal/prop/storage/ammo-box/ammo-box_1_ballistic_1x05x025_a.cgf
     25: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_straight_04x01x08_a.cgf
     26: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_corner_out_04x01x08_a.cgf
     27: objects/buildingsets/human/lowtech/bravo/int/roomsm/wall/wall_fs/roomsm_wall_cornerout_01x01x08_a.cgf
     28: objects/buildingsets/human/lowtech/bravo/ext/concrete/fs_concrete_phase1_garagea.cgf
     29: objects/buildingsets/human/lowtech/bravo/int/stair/stair_straight_02x02x01_b.cgf
     30: objects/buildingsets/human/hightech/alpha/ext/landingpad/ext_landingpad_wall_straight_08x02x06_a.cgf
     31: objects/buildingsets/human/lowtech/bravo/int/railing/cover/railing_cover_straight_16x0025x0125_a.cgf
     32: objects/buildingsets/human/lowtech/bravo/int/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
     33: objects/buildingsets/human/lowtech/bravo/int/railing/open/railing_open_stair_left_04x0025x02_a.cgf
     34: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/fs_rebar_damage_decal_8.cgf
     35: objects/buildingsets/human/lowtech/bravo/int/roomsm/wall/roomsm_wall_straight_door_04x01x04_c.cgf
     36: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_straight_08x01x08_a.cgf
     37: objects/buildingsets/human/lowtech/bravo/ext/roomsm_b/wall/roomsm_b_wall_garage_door_frame_04x01x04_a.cgf
     38: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_straight_02x01x08_a.cgf
     39: objects/buildingsets/human/lowtech/bravo/int/theatresofwar/decals_outlaw_logo_left.cgf
     40: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/roof/roomslg_b_roof_4x24x025_a.cgf
     41: objects/buildingsets/human/lowtech/bravo/ext/roomsm_b/wall/roomsm_b_wall_garage_door_frame_06x01x08_a.cgf
     42: objects/buildingsets/human/lowtech/bravo/int/roomsm/wall/wall_fs/roomsm_wall_straight_02x01x08_f.cgf
     43: objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_pallet_a.cgf
     44: objects/buildingsets/human/lowtech/bravo/int/roomsm_b/ceiling/rooms_b_ceiling_supportbeam_02.cgf
     45: objects/buildingsets/human/lowtech/bravo/int/railing/open/railing_open_stair_right_04x0025x02_a.cgf
     46: objects/buildingsets/human/lowtech/bravo/int/railing/open/railing_open_straight_04x0025x01125_a.cgf
     47: objects/buildingsets/human/lowtech/bravo/int/roomsm_b/door/roomsm_door_frame_double_04x005x03_a.cgf
     48: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_corner_in_02x01x04_a.cgf
     49: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_corner_out_04x01x08_b_missingpanels_01.cgf
     50: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/wall/roomslg_b_wall_straight_24x01x04_a.cgf
     51: objects/buildingsets/human/lowtech/bravo/int/railing/open/railing_open_stair_left_02x0025x01_a.cgf
     52: objects/buildingsets/human/shop/alpha/shippart/dumpersdepot/prop/prop_crate_dumper_cluster_03.cgf
     53: objects/buildingsets/human/lowtech/prop/interactive/console/crate_pirate_1_closed_a.cgf
     54: objects/buildingsets/human/lowtech/bravo/ext/walkway/ext_walkway_straight_04x04x0025_a.cgf
     55: objects/buildingsets/human/lowtech/bravo/ext/structure/structure_base_08x08x10_a.cgf
     56: objects/buildingsets/human/lowtech/bravo/int/decal/decal_set/lowtech_a_int_decal_4m_a.cgf
     57: objects/buildingsets/human/lowtech/bravo/int/railing/closed/railing_closed_pillar_small_01125x01125x01125_b.cgf
     58: objects/buildingsets/human/lowtech/bravo/int/railing/cover/railing_cover_straight_08x0025x0125_a.cgf
     59: objects/buildingsets/human/lowtech/bravo/ext/pipe/ext_pipe_junctiont_04x04x02_a.cgf
     60: objects/buildingsets/human/lowtech/bravo/int/railing/closed/railing_closed_bend_left_02x01x01125_b.cgf
     61: objects/buildingsets/human/lowtech/bravo/int/railing/open/railing_open_stair_right_02x0025x01_a.cgf
     62: objects/buildingsets/human/hightech/alpha/ext/landingpad/ext_landingpad_floor_straight_08x08x02_a.cgf
     63: objects/buildingsets/human/lowtech/bravo/ext/roomslg_b/roof/roomslg_b_roofedge_corner_4x4x025_a.cgf
     64: objects/buildingsets/human/lowtech/bravo/int/railing/cover/railing_cover_straight_02x0025x0125_a.cgf
