# IncludedObjects
# Cgfs: 44, Materials: 5, Palettes: 7, Placements: 86

[CGFs]
      0: objects/buildingsets/human/lowtech/alpha/ext/light_fixture/light_fixture_rectangular_b.cgf
      1: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_02x002x002_a.cgf
      2: objects/buildingsets/human/lowtech/alpha/int/roomsm/addon/roomsm_addon_pillar_005x01x04.cgf
      3: objects/buildingsets/human/lowtech/alpha/int/elev/shaft_door_double_frame_04x0075x04_b.cgf
      4: objects/buildingsets/human/lowtech/alpha/int/pipes/lowtech_pipe_1m_straight_long_b.cgf
      5: objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x02x0025_c.cgf
      6: objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x01x0025_b.cgf
      7: objects/buildingsets/human/colonialism/col_a/int/garage/col_straight_cable_tray_b_2m.cgf
      8: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x01x0025_a.cgf
      9: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
     10: objects/buildingsets/human/lowtech/prop/light/light_landing_1_a.cgf
     11: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x02x0025_a.cgf
     12: objects/buildingsets/human/universal/prop/utility/waste/trash_bag_scattered_1_med_b.cgf
     13: objects/buildingsets/human/utilitarian/int/grating/util_grating_plane_c_2x1m.cgf
     14: objects/buildingsets/human/lowtech/alpha/int/prop/cables_a_08x01x01_a.cgf
     15: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_01x002x003_b.cgf
     16: objects/buildingsets/human/lowtech/bravo/int/cable/cable_straight_02x01x02_a.cgf
     17: objects/buildingsets/human/lowtech/prop/sign/navigation/nav_sign_1_0225x0025x00625_a.cgf
     18: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_01x002x002_a.cgf
     19: objects/buildingsets/human/lowtech/bravo/int/cable/cable_corner_01x01x01_a.cgf
     20: objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_bend_01x002x002_a.cgf
     21: objects/buildingsets/human/lowtech/alpha/int/roomsm/addon/roomsm_addon_rib_end_02x02x025_c.cgf
     22: objects/buildingsets/human/lowtech/bravo/int/cable/cable_straight_04x01x02_a.cgf
     23: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_cornerin_01x01x04_a.cgf
     24: objects/buildingsets/human/lowtech/bravo/int/cable/cable_straight_box_a.cgf
     25: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_02x01x0025_a.cgf
     26: data/objects/buildingsets/human/utilitarian/int/grating/util_grating_str_01m_a.cgf
     27: objects/buildingsets/human/lowtech/alpha/int/prop/cables_a_04x01x01_b.cgf
     28: objects/buildingsets/human/lowtech/prop/light/light_floor_01_b.cgf
     29: objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x04x01_a.cgf
     30: objects/buildingsets/human/lowtech/bravo/int/cable/cable_corner_01x01x01_b.cgf
     31: objects/buildingsets/human/lowtech/alpha/int/roomsm/addon/roomsm_addon_rib_straight_02x02x025_b.cgf
     32: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_engineering_04x01x04_d.cgf
     33: objects/buildingsets/human/lowtech/prop/light/light_panel_1_a.cgf
     34: data/objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_02x01x04_a.cgf
     35: objects/buildingsets/human/utilitarian/int/grating/util_grating_str_02m_b.cgf
     36: objects/buildingsets/human/lowtech/alpha/int/prop/cables_a_03x01x01_a.cgf
     37: objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x02x0025_b.cgf
     38: data/objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_02x01x04_c.cgf
     39: objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x02x0025_b.cgf
     40: data/objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x04x0025_f.cgf
     41: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_engineering_04x01x04_c.cgf
     42: objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_04x01x04_a.cgf
     43: objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_broken_04x04x0025_a.cgf

[Materials]
      0: objects/buildingsets/human/lowtech/bravo/int/lowtech_bravo_int_b
      1: materials/decals/weathered/gloss_wear_light_a
      2: materials/decals/oil/oil_dirt
      3: objects/buildingsets/human/lowtech/prop/sign/sign_billboard_1_b
      4: objects/buildingsets/human/lowtech/bravo/int/lowtech_bravo_int

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/default
      1: Libs/Foundry/Records/TintPalettes/Brand/Pyrotechnic Amalgamated/pyro_station_int_default|wall_a_accent<233>
      2: Libs/Foundry/Records/TintPalettes/Brand/Pyrotechnic Amalgamated/pyro_station_int_default|wall_a_accent<212>
      3: Libs/Foundry/Records/TintPalettes/Generic/gen_darkgrey_yellow_orange_a
      4: Libs/Foundry/Records/TintPalettes/Generic/gen_glossy_dark_a
      5: Libs/Foundry/Records/TintPalettes/Generic/gen_matte_dark_a
      6: Libs/Foundry/Records/TintPalettes/Generic/gen_darkgreen_grey_red_a

[Placements]
  #0 objects/buildingsets/human/lowtech/alpha/ext/light_fixture/light_fixture_rectangular_b.cgf
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 2.07468300000005001]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, -0.19019400000001951]
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1.69999999999998863]
  #1 objects/buildingsets/human/lowtech/bravo/int/pipe/pipe_electric_straight_02x002x002_a.cgf
    [0.00000064012099982, 1.00000042674731060, 0.00000000000000000, 2.62498900000002777]
    [-1.00000042674731060, 0.00000064012099982, -0.00000000000000000, 0.25001399999996465]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 3.37500000000000000]
  #2 objects/buildingsets/human/lowtech/alpha/ext/light_fixture/light_fixture_rectangular_b.cgf
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -2.07209999999997763]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, -0.19020000000000437]
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1.69999999999998863]
  #3 objects/buildingsets/human/lowtech/alpha/int/roomsm/addon/roomsm_addon_pillar_005x01x04.cgf
    [0.00000064012099982, -1.00000042674731060, -0.00000000000000000, 2.99998900000002777]
    [1.00000042674731060, 0.00000064012099982, 0.00000000000000000, 0.00001399999996465]
    [0.00000000000000000, -0.00000000000000000, 1.00000042674751533, 0.00000000000000000]
  #4 objects/buildingsets/human/lowtech/alpha/int/elev/shaft_door_double_frame_04x0075x04_b.cgf
    [0.00000064012099982, 1.00000042674731060, 0.00000000000000000, -3.00000099999999748]
    [-1.00000042674731060, 0.00000064012099982, -0.00000000000000000, 6.00000000000000000]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 0.00000000000000000]
  #5 objects/buildingsets/human/lowtech/alpha/int/pipes/lowtech_pipe_1m_straight_long_b.cgf
    [-1.00000042674751577, 0.00000000000000000, -0.00000000000000000, 2.62500000000000000]
    [-0.00000000000000000, 0.00000064012099982, 1.00000042674731060, 4.12500000000000000]
    [0.00000000000000000, 1.00000042674731060, -0.00000064012100026, 3.12500000000000000]
  #6 objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x02x0025_c.cgf
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 2.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, -1.00000000000000000, 2.25000000000000000]
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 3.50000000000000000]
  #7 objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x02x0025_c.cgf
    [0.00000064012099982, 1.00000042674731060, 0.00000000000000000, -2.00000000000000000]
    [-1.00000042674731060, 0.00000064012099982, -0.00000000000000000, 8.00000000000000000]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 4.00000000000000000]
  #8 objects/buildingsets/human/lowtech/alpha/int/roomsm/ceiling/roomsm_ceiling_straight_04x01x0025_b.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 3.00000000000000000]
    [0.00000000000000000, -1.00000000000000000, -0.00000000000000000, 4.00000000000000000]
    [-0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 4.00000000000000000]
  #9 objects/buildingsets/human/lowtech/alpha/int/pipes/lowtech_pipe_1m_straight_long_b.cgf
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 2.50000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 4.12500000000000000]
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -0.50000000000000000]
  #10 objects/buildingsets/human/colonialism/col_a/int/garage/col_straight_cable_tray_b_2m.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -1.90072699999996075]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 4.54711699999995744]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 4.49651700000001142]
  #11 objects/buildingsets/human/colonialism/col_a/int/garage/col_straight_cable_tray_b_2m.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -1.90072699999996075]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 0.94145700000001398]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 3.68596600000000763]
  #12 objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x01x0025_a.cgf
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 1.87500000000000000]
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 4.00000000000000000]
    [0.00000000000000000, -1.00000000000000000, 0.00000000000000000, 0.00000000000000000]
  #13 objects/buildingsets/human/lowtech/alpha/int/roomsm/wall/roomsm_wall_straight_01x01x04_a.cgf
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 2.99999900000000252]
    [0.00000000000000000, -1.00000000000000000, -0.00000000000000000, 9.00000000000000000]
    [-0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.00000000000000000]
  #14 objects/buildingsets/human/lowtech/prop/light/light_landing_1_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 3.46208400000000438]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 6.47821099999998751]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.66762499999998681]
  #15 objects/buildingsets/human/lowtech/alpha/int/roomsm/floor/roomsm_floor_straight_04x02x0025_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -2.00001099999997223]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 0.00001399999996465]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.00000000000000000]
  #16 objects/buildingsets/human/universal/prop/utility/waste/trash_bag_scattered_1_med_b.cgf
    [-0.00000222586295148, 1.00000042674518408, 0.00000000000000000, -0.64141899999998486]
