# IncludedObjects
# Cgfs: 409, Materials: 4, Palettes: 2, Placements: 534

[CGFs]
      0: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1022.cgf
      1: objects/buildingsets/human/template/int/vent/vent_ramp_straight_02x02x04_a.cgf
      2: objects/buildingsets/human/template/int/vent/vent_corner_02x02x02_a.cgf
      3: objects/buildingsets/human/template/int/vent/vent_straight_01x02x02_a.cgf
      4: objects/buildingsets/human/template/int/vent/vent_straight_02x02x02_a.cgf
      5: objects/buildingsets/human/template/int/vent/vent_straight_04x02x02_a.cgf
      6: objects/buildingsets/human/template/int/vent/vent_corner_up_02x02x02_a.cgf
      7: objects/buildingsets/human/template/int/vent/vent_vertical_02x02x01_a.cgf
      8: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_899.cgf
      9: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_901.cgf
     10: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_907.cgf
     11: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_911.cgf
     12: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_923.cgf
     13: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_922.cgf
     14: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_930.cgf
     15: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_931.cgf
     16: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_934.cgf
     17: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_937.cgf
     18: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_938.cgf
     19: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_945.cgf
     20: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_954.cgf
     21: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_918.cgf
     22: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_969.cgf
     23: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_982.cgf
     24: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1000.cgf
     25: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1025.cgf
     26: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1036.cgf
     27: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1040.cgf
     28: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1053.cgf
     29: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1080.cgf
     30: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1101.cgf
     31: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1096.cgf
     32: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1135.cgf
     33: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1136.cgf
     34: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1154.cgf
     35: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1158.cgf
     36: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_905.cgf
     37: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_898.cgf
     38: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_915.cgf
     39: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_929.cgf
     40: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_928.cgf
     41: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_943.cgf
     42: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_946.cgf
     43: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_963.cgf
     44: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_974.cgf
     45: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_979.cgf
     46: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_997.cgf
     47: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1201.cgf
     48: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_933.cgf
     49: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_951.cgf
     50: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_958.cgf
     51: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_980.cgf
     52: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1196.cgf
     53: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1068.cgf
     54: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1083.cgf
     55: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1079.cgf
     56: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1094.cgf
     57: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1100.cgf
     58: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1112.cgf
     59: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1109.cgf
     60: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1110.cgf
     61: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1133.cgf
     62: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1126.cgf
     63: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1099.cgf
     64: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1120.cgf
     65: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1118.cgf
     66: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1128.cgf
     67: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1114.cgf
     68: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1132.cgf
     69: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1131.cgf
     70: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1143.cgf
     71: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1141.cgf
     72: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1139.cgf
     73: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1155.cgf
     74: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1146.cgf
     75: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1151.cgf
     76: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1157.cgf
     77: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1162.cgf
     78: objects/buildingsets/human/template/int/stair/stair_straight_02x02x01_a.cgf
     79: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1174.cgf
     80: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1168.cgf
     81: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1182.cgf
     82: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1179.cgf
     83: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1197.cgf
     84: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1188.cgf
     85: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1191.cgf
     86: Data/ObjectContainers/PU/loc/mod/ugf/util/rm/sub/sec/sub_ind_sec_cp_001_occu_001//Brush/designer_1194.cgf
