# IncludedObjects
# Cgfs: 17, Materials: 10, Palettes: 2, Placements: 84

[CGFs]
      0: objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_d.cgf
      1: objects/buildingsets/human/utilitarian/decal/floor/set_a/util_decal_floor_set_a_cyl_drain_a.cgf
      2: objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_f.cgf
      3: objects/buildingsets/human/utilitarian/decal/floor/set_a/util_decal_floor_set_a_square_cover_c.cgf
      4: objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_j.cgf
      5: objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_b.cgf
      6: objects/buildingsets/human/lowtech/prop/light/light_landing_1_a.cgf
      7: objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_a.cgf
      8: objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_1_engine_tank_a.cgf
      9: objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_1_engine_a.cgf
     10: objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_gas_release_vents_a.cgf
     11: objects/buildingsets/human/utilitarian/decal/floor/set_a/util_decal_floor_set_a_rect_drain_b.cgf
     12: objects/buildingsets/human/lowtech/prop/light/light_wall_04_a.cgf
     13: objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_top_machinery_a.cgf
     14: data/objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_1_a.cgf
     15: objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_1_engine_b.cgf
     16: objects/buildingsets/human/utilitarian/ugf/int/elev/ugf_elevator_cargo_vent_cap_a.cgf

[Materials]
      0: materials/decals/dirty_rust/dirty_rust_e
      1: materials/decals/manmade_marking/number_01_a
      2: materials/decals/dirty_rust/dirty_rust_f
      3: materials/decals/weathered/weathered_big_a
      4: materials/decals/weathered/gloss_wear_light_a
      5: materials/decals/weathered/gloss_wear_light_c
      6: materials/decals/puddles/puddle_water_f
      7: materials/decals/manmade_marking/number_00_a
      8: materials/decals/manmade_marking/number_02_a
      9: materials/decals/dirty_rust/dirty_rust_d

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/brand/distributioncentres/dc_default|int_floor
      1: Libs/Foundry/Records/TintPalettes/default

[Placements]
  #0 objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_d.cgf
    [0.00000000000000000, 0.00000000000000000, -0.75000000000000000, -9.98260799999999904]
    [-0.75000000000000000, 0.00000000000000000, 0.00000000000000000, -15.53092399999999884]
    [0.00000000000000000, 0.75000000000000000, 0.00000000000000000, 0.18507400000000018]
  #1 objects/buildingsets/human/utilitarian/decal/floor/set_a/util_decal_floor_set_a_cyl_drain_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -0.62500000000000000]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -19.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.00000000000000000]
  #2 objects/buildingsets/human/utilitarian/decal/floor/set_a/util_decal_floor_set_a_cyl_drain_a.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -5.00000000000000000]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -9.00000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 0.00000000000000000]
  #3 objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_f.cgf
    [0.00000000000000000, 0.00000000000000000, -1.50000000000000000, -10.39984300000000417]
    [1.50000000000000000, 0.00000000000000000, 0.00000000000000000, -7.84194399999999803]
    [0.00000000000000000, -1.50000000000000000, 0.00000000000000000, -3.04116800000000076]
  #4 objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_d.cgf
    [-0.00000064012127343, -1.00000085349446177, 0.00000000000000000, -9.50000000000000000]
    [-1.00000085349446177, 0.00000064012127299, 0.00000000000000000, -5.12500000000000000]
    [-0.00000000000000000, 0.00000000000000000, -1.00000085349466694, -5.25000000000000000]
  #5 objects/buildingsets/human/utilitarian/decal/floor/set_a/util_decal_floor_set_a_square_cover_c.cgf
    [0.51712602376937866, 0.00000000000000000, 0.00000000000000000, -5.84636199999999917]
    [0.00000000000000000, 0.51712602376937866, 0.00000000000000000, -19.54031200000000013]
    [0.00000000000000000, 0.00000000000000000, 0.51712602376937866, 0.00000000000000000]
  #6 objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_j.cgf
    [-0.00000096018190948, 1.50000128024169266, 0.00000000000000000, 7.75000000000000000]
    [1.50000128024169266, 0.00000096018190948, 0.00000000000000000, -14.75000000000000000]
    [0.00000000000000000, 0.00000000000000000, -1.50000128024199997, -2.37500000000000000]
  #7 objects/buildingsets/human/utilitarian/ugf/int/common/addon/greeble/addon_greeble_j.cgf
    [-0.00000057610888497, 0.90000036023071139, 0.00000000000000000, 9.50000000000000000]
    [-0.90000036023071139, -0.00000057610888497, -0.00000000000000000, -13.49998699999999729]
