# IncludedObjects
# Cgfs: 33, Materials: 6, Palettes: 2, Placements: 77

[CGFs]
      0: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_94.cgf
      1: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_95.cgf
      2: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_nose_door_top.cgf
      3: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_bulk_door_double.cgf
      4: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_door_double_grey_left.cgf
      5: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_door_double_grey_right.cgf
      6: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_97.cgf
      7: objects/buildingsets/human/lowtech/alpha/ext/prop/shipping_container_1_025x05x025_a.cgf
      8: objects/spaceships/seats/drak/caterpillar/drak_caterpillar_support_seat.cga
      9: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_door_single_grey.cgf
     10: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_bulk_door_single_flip.cgf
     11: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_nose_int.cgf
     12: objects/buildingsets/human/lowtech/prop/storage/crate/crate_dry_1_0125x0125x00625_a.cgf
     13: objects/buildingsets/human/lowtech/prop/storage/pallet/pallet_shipping_1_0125x0125x0025_a.cgf
     14: objects/buildingsets/human/lowtech/alpha/ext/prop/shipping_container_1_025x025x025_b.cgf
     15: objects/spaceships/derelicts/wreckage/wreckage_pipes_medium_02.cgf
     16: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_81.cgf
     17: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_82.cgf
     18: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_door_btm.cgf
     19: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_door_top.cgf
     20: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_railings_rear_mirror.cgf
     21: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_door_mid.cgf
     22: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_a_int.cgf
     23: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_railings_ladder.cgf
     24: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_96.cgf
     25: objects/buildingsets/human/lowtech/prop/storage/crate/crate_metal_4_0125x0125x0125_a.cgf
     26: objects/buildingsets/human/lowtech/prop/storage/pallet/pallet_shipping_1_025x0125x0025_a.cgf
     27: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_railings_double.cgf
     28: objects/spaceships/derelicts/wreckage/wires_hanging_d.cgf
     29: objects/spaceships/derelicts/wreckage/wreckage_mech_junk_014.cgf
     30: Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_85.cgf
     31: objects/spaceships/derelicts/wreckage/wreckage_mech_junk_012.cgf
     32: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_module_railings_rear.cgf

[Materials]
      0: materials/bhvr/special/proxy_nodraw
      1: materials/decals/dirty_rust/dirty_rust_c
      2: materials/decals/sand/fs_sand_square_b
      3: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_ext_delerict
      4: objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_int_delerict
      5: objects/default/grid_transparent

[Palettes]
      0: Libs/Foundry/Records/TintPalettes/default
      1: Libs/Foundry/Records/TintPalettes/Generic/gen_darkgreen_darkgreen_yellow

[Placements]
  #0 Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_94.cgf
    [-0.00000064012127299, -0.00000000000000000, -1.00000085349446199, -5.00000000000000000]
    [0.00000000000000000, -1.00000085349466716, 0.00000000000000000, 5.00000000000000000]
    [-1.00000085349446199, 0.00000000000000000, 0.00000064012127265, 0.62500000000000000]
  #1 Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_95.cgf
    [-0.00000064012127299, -0.00000000000000000, -1.00000085349446199, 6.12500000000000000]
    [0.00000000000000000, -1.00000085349466716, 0.00000000000000000, 5.00000000000000000]
    [-1.00000085349446199, 0.00000000000000000, 0.00000064012127265, 0.62500000000000000]
  #2 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_nose_door_top.cgf
    [-1.00000054871290733, -0.00000000000000000, 0.00000000000000000, 0.25000000000000000]
    [0.00000000000000000, -0.93358056670408229, -0.35836911543630628, 9.84375000000000000]
    [0.00000000000000000, -0.35836911543630628, 0.93358056670408240, 5.25000000000000000]
  #3 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_bulk_door_double.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 0.12500000000000000]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 0.25000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 1.00000000000000000]
  #4 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_door_double_grey_left.cgf
    [0.99756411930375677, 0.00000000000000000, 0.06975549450516991, -0.62500000000000000]
    [0.00000000000000000, 1.00000000056797034, 0.00000000000000000, 0.37500000000000000]
    [-0.06975549450516991, 0.00000000000000000, 0.99756411930375677, 1.00000000000000000]
  #5 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_door_double_grey_right.cgf
    [0.99619476639472293, -0.00000000000000000, -0.08715494785227522, 1.00000000000000000]
    [0.00000000000000000, 0.99999999876368473, -0.00000000000000000, 0.37500000000000000]
    [0.08715494785227522, 0.00000000000000000, 0.99619476639472293, 1.00000000000000000]
  #6 Data/ObjectContainers/PU/derelict/DRAK/caterpillar/surface/component/ctplr_sfce_nose_med_b_int//Brush/designer_97.cgf
    [-0.00000064012100026, 1.00000042674731060, 0.00000000000000000, 0.87500000000000000]
    [-1.00000042674731060, -0.00000064012100026, -0.00000000000000000, 8.87500000000000000]
    [-0.00000000000000000, 0.00000000000000000, 1.00000042674751533, 0.87500000000000000]
  #7 objects/buildingsets/human/lowtech/alpha/ext/prop/shipping_container_1_025x05x025_a.cgf
    [0.97815574137076000, -0.20786529550082836, -0.00182859076440754, 2.37500000000000000]
    [0.20786526049147241, 0.97800233634696487, 0.01741960892505772, 4.25000000000000000]
    [-0.00183256613596674, -0.01741919115926269, 0.99984658456941577, 0.87500000000000000]
  #8 objects/spaceships/seats/drak/caterpillar/drak_caterpillar_support_seat.cga
    [0.00000000000000000, 0.00000000000000000, -1.00000000000000000, 0.75000000000000000]
    [-1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 1.91880300000000004]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 4.71445199999999964]
  #9 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_door_single_grey.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -2.75000000000000000]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 0.49799099999999985]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 4.00000000000000000]
  #10 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_bulk_door_single_flip.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, -2.12500000000000000]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, 0.62500000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 3.87500000000000000]
  #11 objects/spaceships/derelicts/drak/caterpillar/drak_caterpillar_der_hull_nose_int.cgf
    [1.00000000000000000, 0.00000000000000000, 0.00000000000000000, 0.00000000000000000]
    [0.00000000000000000, 1.00000000000000000, 0.00000000000000000, -3.25000000000000000]
    [0.00000000000000000, 0.00000000000000000, 1.00000000000000000, 3.75000000000000000]
  #12 objects/buildingsets/human/lowtech/prop/storage/crate/crate_dry_1_0125x0125x00625_a.cgf
